epoch_expected_loss_change,valid_accuracy
-0.00010599241984719217,0.8674294431731503
-6.062819689685246e-06,0.875209763539283
3.310841519033035e-06,0.8802440884820748
5.597945286305114e-06,0.8863463005339436
7.62994147418113e-06,0.892143401983219
-7.796926993199184e-07,0.8884820747520976
9.006684909192708e-06,0.893211289092296
1.3898880180477936e-05,0.894279176201373
9.800821915882728e-06,0.8954996186117468
4.374422286417414e-06,0.8993135011441648
1.191827992006804e-05,0.8944317315026697
-5.335064498637835e-07,0.8994660564454615
3.0674809922143827e-06,0.8962623951182304
-9.374104382005862e-06,0.892601067887109
-1.4340241512698165e-05,0.8916857360793288
-6.510982407885398e-06,0.8954996186117468
