epoch_expected_loss_change,valid_accuracy
-0.00012294508162249314,0.858276125095347
-1.3985128660290046e-05,0.8671243325705569
-4.113334301058216e-06,0.8715484363081617
3.217437653707141e-06,0.8826849733028223
-1.2410650270811048e-06,0.8895499618611746
-4.851239599268635e-06,0.8903127383676582
-2.2059090792499248e-07,0.8916857360793288
7.456645553015088e-06,0.8927536231884058
-4.820332010323084e-06,0.8979405034324943
-8.291409742990683e-07,0.8987032799389779
-7.653912641276028e-06,0.8938215102974828
-1.39509074930959e-05,0.8954996186117468
-1.1882176919707927e-06,0.8907704042715484
