epoch_expected_loss_change,valid_accuracy
-0.00012765630196775622,0.8541571319603356
-1.4358303895948147e-05,0.8660564454614798
-1.6065404615335675e-05,0.8723112128146453
-7.1933193410398885e-06,0.8735316552250191
-6.741200611161252e-06,0.8782608695652174
-1.3027420808193625e-05,0.8753623188405797
-1.5300953091477406e-05,0.8785659801678108
-1.3293121609446284e-05,0.8825324180015256
-1.2491112572278908e-05,0.8829900839054157
-2.0551398612890264e-06,0.8794813119755912
-7.29237976740373e-06,0.8825324180015256
-6.2354192554930635e-06,0.8831426392067124
-1.3344684637651335e-06,0.8819221967963387
